temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name
25,60,80,70,70,Loamy,6,4,Canada/Toronto,goodyera oblongifolia,orchid
23,55,75,65,65,Loamy,6,4,Australia/Sydney,goodyera oblongifolia,orchid
22,65,85,75,75,Loamy,6,4,Germany/Berlin,goodyera oblongifolia,orchid
21,45,65,55,55,Loamy,6,4,Netherlands/Amsterdam,goodyera oblongifolia,orchid
20,60,80,70,70,Sandy,6,2,China/Beijing,calanthe vestita,orchid
25,70,100,80,80,Loamy,6,4,Japan/Tokyo,calanthe vestita,orchid
30,80,90,90,90,Loamy,6,4,India/Bangalore,calanthe vestita,orchid
25,70,100,80,80,Loamy,6,4,Brazil/Rio de Janeiro,calanthe vestita,orchid
20,30,10,10,80,Loamy,6,2,Greece,calanthe vestita,orchid
25,70,100,80,80,Loamy,6,4,Brazil/Rio de Janeiro,cattleya intermedia,orchid
20,60,80,70,70,Sandy,2,2,Brazil/São Paulo,cattleya intermedia,orchid
25,70,100,80,80,Loamy,6,4,Colombia,cattleya intermedia,orchid
20,60,80,70,70,Sandy,2,2,Ecuador,cattleya intermedia,orchid
20,30,10,10,80,Loamy,6,2,Venezuela,cattleya intermedia,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,chlorochilon dogfish,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,chlorochilon dogfish,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,chlorochilon dogfish,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,chlorochilon dogfish,orchid
20,30,10,10,80,Loamy,6,2,Greece,chlorochilon dogfish,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,cymbidium aloifolium,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,cymbidium aloifolium,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,cymbidium aloifolium,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,cymbidium aloifolium,orchid
20,30,10,10,80,Loamy,6,2,Greece,cymbidium aloifolium,orchid
20,70,80,60,60,Loamy,6,4,Vietnam/Hanoi,cymbidium eburneum,orchid
25,60,70,50,70,Loamy,6,2,Thailand/Bangkok,cymbidium eburneum,orchid
18,75,90,70,75,Sandy,6,4,Malaysia/Kuala Lumpur,cymbidium eburneum,orchid
22,65,75,60,70,Loamy,6,2,Philippines/Manila,cymbidium eburneum,orchid
23,70,80,65,75,Loamy,6,4,Singapore,cymbidium eburneum,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,cattleya lawrenceana,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,cattleya lawrenceana,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,cattleya lawrenceana,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,cattleya lawrenceana,orchid
20,30,10,10,80,Loamy,6,2,Greece,cattleya lawrenceana,orchid
25,70,100,80,80,Loamy,6,4,Mexico,cuitlauzina pulchella,orchid
20,60,80,70,70,Sandy,2,2,El Salvador,cuitlauzina pulchella,orchid
25,70,100,80,80,Loamy,6,4,Nicaragua,cuitlauzina pulchella,orchid
20,60,80,70,70,Sandy,2,2,Costa Rica,cuitlauzina pulchella,orchid
20,30,10,10,80,Loamy,6,2,Honduras,cuitlauzina pulchella,orchid
26,65,75,70,75,Loamy,6,2,China/Beijing,cymbidium floribundum,orchid
24,60,70,65,70,Loamy,6,2,Japan/Tokyo,cymbidium floribundum,orchid
26,65,75,70,75,Loamy,6,2,India/Bangalore,cymbidium floribundum,orchid
24,60,70,65,70,Loamy,6,2,Brazil/Rio de Janeiro,cymbidium floribundum,orchid
24,40,20,20,75,Loamy,6,2,Greece,cymbidium floribundum,orchid
25,70,100,80,80,Loamy,6,4,Brazil/Rio de Janeiro,cattleya luteola,orchid
20,60,80,70,70,Sandy,2,2,Colombia/Bogota,cattleya luteola,orchid
25,70,100,80,80,Loamy,6,4,Ecuador/Quito,cattleya luteola,orchid
20,60,80,70,70,Sandy,2,2,Peru/Lima,cattleya luteola,orchid
20,30,10,10,80,Loamy,6,2,Venezuela/Caracas,cattleya luteola,orchid
20,60,80,70,70,Loamy,6,4,United States/Washington,platanthera dilatata,orchid
21,65,85,75,75,Loamy,6,4,Canada/Toronto,platanthera dilatata,orchid
22,70,90,80,80,Loamy,6,4,Germany/Berlin,platanthera dilatata,orchid
23,75,95,85,85,Loamy,6,4,Australia/Sydney,platanthera dilatata,orchid
24,80,100,90,90,Loamy,6,4,South Africa/Cape Town,platanthera dilatata,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,stemless lady's-slipper,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,stemless lady's-slipper,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,stemless lady's-slipper,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,stemless lady's-slipper,orchid
20,30,10,10,80,Loamy,6,2,Greece,stemless lady's-slipper,orchid
25,70,80,40,60,Loamy,16,4,Brazil/Rio de Janeiro,cattleya maxima,orchid
30,80,100,60,70,Loamy,6,4,Colombia/Bogota,cattleya maxima,orchid
20,60,70,50,80,Sandy,6,2,Ecuador/Quito,cattleya maxima,orchid
25,70,80,40,60,Loamy,16,4,Mexico/Mexico City,cattleya maxima,orchid
20,60,70,50,80,Sandy,6,2,Peru/Lima,cattleya maxima,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,cleistesiopsis divaricata,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,cleistesiopsis divaricata,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,cleistesiopsis divaricata,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,cleistesiopsis divaricata,orchid
20,30,10,10,80,Loamy,6,2,Greece,cleistesiopsis divaricata,orchid
25,70,100,80,80,Loamy,6,4,Costa Rica,cattleya skinneri,orchid
20,60,80,70,70,Sandy,2,2,Mexico,cattleya skinneri,orchid
25,70,100,80,80,Loamy,6,4,Colombia,cattleya skinneri,orchid
20,60,80,70,70,Sandy,2,2,Ecuador,cattleya skinneri,orchid
20,30,10,10,80,Loamy,6,2,Panama,cattleya skinneri,orchid
25,70,100,80,80,Loamy,6,4,Indonesia,bulbophyllum putidum,orchid
20,60,80,70,70,Sandy,2,2,Malaysia,bulbophyllum putidum,orchid
25,70,100,80,80,Loamy,6,4,Thailand,bulbophyllum putidum,orchid
20,60,80,70,70,Sandy,2,2,Vietnam,bulbophyllum putidum,orchid
20,30,10,10,80,Loamy,6,2,Philippines,bulbophyllum putidum,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,epipactis gigantea,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,epipactis gigantea,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,epipactis gigantea,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,epipactis gigantea,orchid
20,30,10,10,80,Loamy,6,2,Greece,epipactis gigantea,orchid
25,70,100,80,80,Loamy,6,4,Mexico,guarianthe bowringiana,orchid
25,70,100,80,80,Loamy,6,4,Costa Rica,guarianthe bowringiana,orchid
25,70,100,80,80,Loamy,6,4,Honduras,guarianthe bowringiana,orchid
25,70,100,80,80,Loamy,6,4,Nicaragua,guarianthe bowringiana,orchid
25,70,100,80,80,Loamy,6,4,Panama,guarianthe bowringiana,orchid
25,70,60,60,70,Loamy,6,2,Mexico/Cancun,broughtonia sanguinea,orchid
20,75,50,70,80,Sandy,6,4,Brazil/Rio de Janeiro,broughtonia sanguinea,orchid
22,65,70,55,70,Loamy,6,2,Colombia/Bogota,broughtonia sanguinea,orchid
23,70,65,60,75,Loamy,6,2,Ecuador/Quito,broughtonia sanguinea,orchid
21,75,55,65,70,Loamy,6,4,Peru/Lima,broughtonia sanguinea,orchid
30,80,100,70,70,Loamy,6,4,Philippines,euanthe sanderiana,orchid
25,70,90,60,60,Loamy,6,2,Malaysia,euanthe sanderiana,orchid
28,75,95,65,65,Loamy,6,4,Thailand,euanthe sanderiana,orchid
24,65,85,55,55,Loamy,6,2,Indonesia,euanthe sanderiana,orchid
26,68,92,58,58,Loamy,6,2,Singapore,euanthe sanderiana,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,bletia purpurea,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,bletia purpurea,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,bletia purpurea,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,bletia purpurea,orchid
20,30,10,10,80,Loamy,6,2,Greece,bletia purpurea,orchid
25,70,100,80,80,Loamy,6,4,Ecuador,pescatoria coelestis,orchid
20,60,80,70,70,Loamy,6,2,Colombia,pescatoria coelestis,orchid
25,70,100,80,80,Loamy,6,4,Peru,pescatoria coelestis,orchid
20,60,80,70,70,Loamy,6,2,Brazil,pescatoria coelestis,orchid
20,30,10,10,80,Loamy,6,2,Venezuela,pescatoria coelestis,orchid
22,65,90,75,75,Loamy,6,2,France/Paris,two-leaved gennaria,orchid
20,60,80,70,70,Sandy,2,2,Italy/Rome,two-leaved gennaria,orchid
25,70,100,80,80,Loamy,6,4,Spain/Madrid,two-leaved gennaria,orchid
20,60,80,70,70,Sandy,2,2,Germany/Berlin,two-leaved gennaria,orchid
20,30,10,10,80,Loamy,6,2,United Kingdom/London,two-leaved gennaria,orchid
25,70,100,80,80,Loamy,6,4,Ecuador,coryanthes speciosa,orchid
25,75,90,70,70,Loamy,6,4,Colombia,coryanthes speciosa,orchid
20,65,80,60,60,Loamy,6,2,Venezuela,coryanthes speciosa,orchid
22,70,85,75,65,Loamy,6,2,Peru,coryanthes speciosa,orchid
23,80,95,85,70,Loamy,6,4,Brazil,coryanthes speciosa,orchid
20,60,80,70,70,Loamy,6,2,Madagascar,aerangis citrata,orchid
22,65,70,75,75,Loamy,6,2,Madagascar,aerangis citrata,orchid
24,70,75,80,80,Loamy,6,4,Madagascar,aerangis citrata,orchid
26,75,80,85,85,Loamy,6,4,Madagascar,aerangis citrata,orchid
28,80,85,90,90,Loamy,6,4,Madagascar,aerangis citrata,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,encyclia tampensis,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,encyclia tampensis,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,encyclia tampensis,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,encyclia tampensis,orchid
20,30,10,10,80,Loamy,6,2,Greece,encyclia tampensis,orchid
25,70,100,80,80,Loamy,6,4,Indonesia,ascocentrum miniatum,orchid
25,75,90,90,85,Loamy,6,4,Malaysia,ascocentrum miniatum,orchid
20,70,80,70,70,Loamy,6,2,Australia,ascocentrum miniatum,orchid
25,70,100,80,80,Loamy,6,4,Thailand,ascocentrum miniatum,orchid
20,60,80,70,70,Sandy,2,2,Vietnam,ascocentrum miniatum,orchid
25,70,100,80,80,Loamy,6,4,Thailand/Bangkok,fragrant aerid,orchid
28,65,95,70,75,Loamy,6,4,Philippines/Manila,fragrant aerid,orchid
22,60,85,90,85,Loamy,6,4,Indonesia/Jakarta,fragrant aerid,orchid
23,55,90,75,80,Loamy,6,4,Malaysia/Kuala Lumpur,fragrant aerid,orchid
20,50,80,80,75,Loamy,6,4,Vietnam/Hanoi,fragrant aerid,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,phalaenopsis vappoda,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,phalaenopsis vappoda,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,phalaenopsis vappoda,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,phalaenopsis vappoda,orchid
20,30,10,10,80,Loamy,6,2,Greece,phalaenopsis vappoda,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,dendrobium infundibulum,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,dendrobium infundibulum,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,dendrobium infundibulum,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,dendrobium infundibulum,orchid
20,30,10,10,80,Loamy,6,2,Greece,dendrobium infundibulum,orchid
25,70,100,80,80,Loamy,6,4,Australia,dockrillia tongue,orchid
20,60,80,70,70,Sandy,2,2,Australia,dockrillia tongue,orchid
25,70,100,80,80,Loamy,6,4,Australia,dockrillia tongue,orchid
20,60,80,70,70,Sandy,2,2,Australia,dockrillia tongue,orchid
20,30,10,10,80,Loamy,6,2,Australia,dockrillia tongue,orchid
25,70,100,80,80,Loamy,6,4,Costa Rica/San José,chysis bractescens,orchid
25,70,100,80,80,Loamy,6,4,Ecuador/Quito,chysis bractescens,orchid
22,65,90,70,75,Loamy,6,2,Colombia/Bogotá,chysis bractescens,orchid
20,60,80,70,70,Loamy,6,2,Mexico/Mexico City,chysis bractescens,orchid
25,70,100,80,80,Loamy,6,4,Thailand/Bangkok,chysis bractescens,orchid
18,50,60,50,60,Loamy,6,2,United Kingdom/London,narrow-lip epipactis,orchid
20,40,70,40,70,Sandy,6,2,Germany/Berlin,narrow-lip epipactis,orchid
25,60,80,60,70,Loamy,6,4,Netherlands/Amsterdam,narrow-lip epipactis,orchid
22,55,70,50,65,Loamy,6,2,France/Paris,narrow-lip epipactis,orchid
20,50,65,60,60,Loamy,6,2,Switzerland/Zurich,narrow-lip epipactis,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,dendrobium stratiotes,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,dendrobium stratiotes,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,dendrobium stratiotes,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,dendrobium stratiotes,orchid
20,30,10,10,80,Loamy,6,2,Greece,dendrobium stratiotes,orchid
25,70,100,80,80,Loamy,6,4,Mexico,barkeria spectabilis,orchid
20,60,80,70,70,Sandy,2,2,Honduras,barkeria spectabilis,orchid
25,70,100,80,80,Loamy,6,4,Guatemala,barkeria spectabilis,orchid
20,60,80,70,70,Sandy,2,2,El Salvador,barkeria spectabilis,orchid
20,30,10,10,80,Loamy,6,2,Nicaragua,barkeria spectabilis,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,cypripedium japonicum,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,cypripedium japonicum,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,cypripedium japonicum,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,cypripedium japonicum,orchid
20,30,10,10,80,Loamy,6,2,Greece,cypripedium japonicum,orchid
15,70,60,50,70,Loamy,6,4,Japan/Tokyo,sedirea japonica,orchid
20,80,80,70,80,Loamy,6,4,China/Beijing,sedirea japonica,orchid
25,75,90,80,85,Loamy,6,4,Thailand/Bangkok,sedirea japonica,orchid
20,60,70,70,70,Loamy,6,4,Taiwan/Taipei,sedirea japonica,orchid
25,70,100,80,80,Loamy,6,4,Singapore,sedirea japonica,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,dendrochilum glumaceum,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,dendrochilum glumaceum,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,dendrochilum glumaceum,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,dendrochilum glumaceum,orchid
20,30,10,10,80,Loamy,6,2,Greece,dendrochilum glumaceum,orchid
25,60,70,80,80,Loamy,6,4,United States/Florida,calopogon pallidus,orchid
20,50,60,70,70,Sandy,2,2,Mexico/Cancun,calopogon pallidus,orchid
25,60,70,80,80,Loamy,6,4,Australia/Sydney,calopogon pallidus,orchid
20,50,60,70,70,Sandy,2,2,Spain/Barcelona,calopogon pallidus,orchid
20,30,10,10,80,Loamy,6,2,Italy/Rome,calopogon pallidus,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,brassia caudata,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,brassia caudata,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,brassia caudata,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,brassia caudata,orchid
20,30,10,10,80,Loamy,6,2,Greece,brassia caudata,orchid
25,70,100,80,80,Loamy,6,4,Spain,ophrys iricolor,orchid
20,60,80,70,70,Sandy,2,2,France,ophrys iricolor,orchid
25,70,100,80,80,Loamy,6,4,Italy,ophrys iricolor,orchid
20,60,80,70,70,Sandy,2,2,Greece,ophrys iricolor,orchid
20,30,10,10,80,Loamy,6,2,Turkey,ophrys iricolor,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,brassia auriantica,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,brassia auriantica,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,brassia auriantica,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,brassia auriantica,orchid
20,30,10,10,80,Loamy,6,2,Greece,brassia auriantica,orchid
20,60,80,70,70,Sandy,2,2,United States/Florida,tuberous calopogon,orchid
25,70,100,80,80,Loamy,6,4,Australia/Sydney,tuberous calopogon,orchid
30,75,90,60,60,Sandy,6,2,Canada/Vancouver,tuberous calopogon,orchid
22,65,85,75,75,Loamy,6,4,Germany/Berlin,tuberous calopogon,orchid
18,55,70,85,85,Clay,6,2,New Zealand/Auckland,tuberous calopogon,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,eulophia alta,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,eulophia alta,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,eulophia alta,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,eulophia alta,orchid
20,30,10,10,80,Loamy,6,2,Greece,eulophia alta,orchid
25,70,100,80,80,Sandy,6,4,Morocco,dune epipactis,orchid
30,60,90,50,70,Sandy,6,2,Tunisia,dune epipactis,orchid
22,80,70,60,75,Sandy,6,4,Algeria,dune epipactis,orchid
28,65,95,70,80,Sandy,6,4,Egypt,dune epipactis,orchid
25,75,85,55,85,Sandy,6,4,United Arab Emirates,dune epipactis,orchid
25,70,100,80,80,Loamy,6,4,Kenya/Nairobi,eulophia streptopetala,orchid
30,50,90,70,70,Sandy,6,2,South Africa/Cape Town,eulophia streptopetala,orchid
20,70,90,80,80,Loamy,6,4,Brazil/Rio de Janeiro,eulophia streptopetala,orchid
25,60,80,70,70,Sandy,6,2,Australia/Sydney,eulophia streptopetala,orchid
20,30,10,10,80,Loamy,2,1,Egypt/Cairo,eulophia streptopetala,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,green-leaved epipactis,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,green-leaved epipactis,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,green-leaved epipactis,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,green-leaved epipactis,orchid
20,30,10,10,80,Loamy,6,2,Greece,green-leaved epipactis,orchid
25,70,100,80,80,Loamy,6,4,Madagascar,angraecum distichum,orchid
20,60,80,70,70,Sandy,2,2,Madagascar,angraecum distichum,orchid
25,70,100,80,80,Loamy,6,4,Madagascar,angraecum distichum,orchid
20,60,80,70,70,Sandy,2,2,Madagascar,angraecum distichum,orchid
20,30,10,10,80,Loamy,6,2,Madagascar,angraecum distichum,orchid
30,70,80,60,80,Loamy,6,4,Thailand/Bangkok,arundina graminifolia,orchid
25,60,70,70,70,Sandy,6,2,Malaysia/Kuala Lumpur,arundina graminifolia,orchid
20,50,60,80,60,Loamy,6,2,Indonesia/Jakarta,arundina graminifolia,orchid
25,70,80,70,70,Sandy,6,2,Vietnam/Hanoi,arundina graminifolia,orchid
20,60,70,60,80,Loamy,6,4,Philippines/Manila,arundina graminifolia,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,calanthe rosea,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,calanthe rosea,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,calanthe rosea,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,calanthe rosea,orchid
20,30,10,10,80,Loamy,6,2,Greece,calanthe rosea,orchid
25,70,90,60,70,Loamy,6,2,Japan/Tokyo,calanthe striata,orchid
20,60,80,70,70,Sandy,2,1,Brazil/Rio de Janeiro,calanthe striata,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,calanthe striata,orchid
20,60,80,70,70,Sandy,2,2,China/Beijing,calanthe striata,orchid
20,30,10,10,80,Loamy,6,2,Greece/Athens,calanthe striata,orchid
25,70,100,80,80,Loamy,6,4,Ecuador,cyclopogon elatus,orchid
20,60,80,70,70,Sandy,2,2,Peru,cyclopogon elatus,orchid
25,70,100,80,80,Loamy,6,4,Colombia,cyclopogon elatus,orchid
20,60,80,70,70,Sandy,2,2,Venezuela,cyclopogon elatus,orchid
20,30,10,10,80,Loamy,6,2,Brazil,cyclopogon elatus,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,bulbophyllum falcatum,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,bulbophyllum falcatum,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,bulbophyllum falcatum,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,bulbophyllum falcatum,orchid
20,30,10,10,80,Loamy,6,2,Greece,bulbophyllum falcatum,orchid
25,70,100,80,80,Loamy,6,4,China/Beijing,bletilla formosana,orchid
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,bletilla formosana,orchid
25,70,100,80,80,Loamy,6,4,India/Bangalore,bletilla formosana,orchid
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,bletilla formosana,orchid
20,30,10,10,80,Loamy,6,2,Greece,bletilla formosana,orchid
20,40,60,70,60,Loamy,6,4,Madagascar,aerangis articulata,orchid
25,50,70,80,70,Loamy,6,4,Kenya,aerangis articulata,orchid
20,40,50,60,60,Loamy,6,4,Tanzania,aerangis articulata,orchid
25,50,70,80,70,Loamy,6,4,Uganda,aerangis articulata,orchid
20,40,50,60,60,Loamy,6,4,Ethiopia,aerangis articulata,orchid
25,70,100,80,80,Loamy,6,4,Madagascar/Antananarivo,aerangis modesta,orchid
20,60,80,70,70,Sandy,2,2,Madagascar/Antananarivo,aerangis modesta,orchid
25,70,100,80,80,Loamy,6,4,Madagascar/Antananarivo,aerangis modesta,orchid
20,60,80,70,70,Sandy,2,2,Madagascar/Antananarivo,aerangis modesta,orchid
20,30,10,10,80,Loamy,6,2,Madagascar/Antananarivo,aerangis modesta,orchid
20,50,70,60,60,Loamy,6,4,Malaysia/Kuala Lumpur,leopard orchid,orchid
25,70,90,70,70,Loamy,6,4,Indonesia/Jakarta,leopard orchid,orchid
22,60,80,65,65,Loamy,6,4,Thailand/Bangkok,leopard orchid,orchid
18,55,75,55,55,Loamy,6,4,Singapore,leopard orchid,orchid
21,65,85,75,75,Loamy,6,4,Vietnam/Hanoi,leopard orchid,orchid
25,70,100,80,80,Loamy,6,4,Thailand/Bangkok,ascocentrum ampullaceum,orchid
25,75,90,70,80,Loamy,6,4,Malaysia/Kuala Lumpur,ascocentrum ampullaceum,orchid
26,70,95,75,80,Loamy,6,4,Singapore,ascocentrum ampullaceum,orchid
27,65,100,85,80,Loamy,6,4,Indonesia/Jakarta,ascocentrum ampullaceum,orchid
24,70,90,80,80,Loamy,6,4,Philippines/Manila,ascocentrum ampullaceum,orchid
25,60,80,70,70,Loamy,6,4,Madagascar,vanilla,orchid
30,70,90,60,75,Loamy,6,4,Indonesia,vanilla,orchid
20,60,80,70,70,Sandy,6,2,Mexico,vanilla,orchid
25,70,100,80,80,Loamy,6,4,Uganda,vanilla,orchid
20,60,80,70,70,Sandy,6,2,Tahiti,vanilla,orchid
15,60,70,40,60,Sandy,2,1,Iran/Kerman,saffron,perennial
20,70,80,50,70,Loamy,6,2,Spain/Granada,saffron,perennial
25,80,90,60,80,Sandy,6,4,India/Kashmir,saffron,perennial
15,60,70,40,60,Loamy,6,1,Greece/Crete,saffron,perennial
20,70,80,50,70,Sandy,6,2,Italy/Sardinia,saffron,perennial
20,60,80,60,70,Loamy,6,2,France,lily of the valley,perennial
18,65,70,70,75,Loamy,6,2,Germany,lily of the valley,perennial
22,55,90,50,65,Loamy,6,2,Sweden,lily of the valley,perennial
25,70,100,40,60,Loamy,6,4,United Kingdom,lily of the valley,perennial
23,75,85,55,70,Loamy,6,2,United States,lily of the valley,perennial
20,60,80,70,70,Loamy,6,4,"Jerusalem, Israel",jerusalem artichoke,perennial
25,70,100,80,80,Loamy,6,4,"Jerusalem, Israel",jerusalem artichoke,perennial
20,60,80,70,70,Loamy,6,4,"Jerusalem, Israel",jerusalem artichoke,perennial
25,70,100,80,80,Loamy,6,4,"Jerusalem, Israel",jerusalem artichoke,perennial
20,60,80,70,70,Loamy,6,4,"Jerusalem, Israel",jerusalem artichoke,perennial
20,70,60,50,60,Sandy,6,2,Italy,artichoke,perennial
22,65,70,60,65,Loamy,6,4,Spain,artichoke,perennial
18,75,50,65,70,Clay,6,4,France,artichoke,perennial
20,70,60,55,60,Loamy,6,2,United States,artichoke,perennial
22,65,70,60,65,Sandy,6,4,Australia,artichoke,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,eggplant,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,eggplant,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,eggplant,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,eggplant,perennial
20,30,10,10,80,Loamy,6,2,Greece,eggplant,perennial
20,60,80,70,70,Loamy,6,2,France,endive,perennial
18,55,75,65,65,Loamy,6,2,Belgium,endive,perennial
22,65,85,75,75,Loamy,6,2,Netherlands,endive,perennial
16,50,70,60,60,Loamy,6,2,Germany,endive,perennial
24,70,90,80,80,Loamy,6,2,Italy,endive,perennial
20,40,70,60,60,Sandy,6,2,United States/New York,potato,perennial
25,50,80,70,70,Loamy,6,4,Canada/Toronto,potato,perennial
15,60,70,60,60,Sandy,6,2,Australia/Sydney,potato,perennial
18,50,70,60,60,Loamy,6,2,Germany/Berlin,potato,perennial
22,60,80,70,70,Loamy,6,4,China/Beijing,potato,perennial
18,60,80,60,70,Sandy,6,2,China,garlic,perennial
20,65,85,70,75,Loamy,6,2,India,garlic,perennial
15,55,75,50,65,Loamy,6,2,United States,garlic,perennial
18,60,80,60,70,Sandy,6,2,France,garlic,perennial
17,55,75,50,65,Loamy,6,2,Australia,garlic,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,scolopendra,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,scolopendra,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,scolopendra,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,scolopendra,perennial
20,30,10,10,80,Loamy,6,2,Greece,scolopendra,perennial
25,60,70,60,70,Loamy,6,4,France,absinthe,perennial
20,50,60,50,60,Sandy,2,2,Switzerland,absinthe,perennial
25,60,70,60,70,Loamy,6,4,Czech Republic,absinthe,perennial
20,50,60,50,60,Sandy,2,2,Austria,absinthe,perennial
20,30,10,10,80,Loamy,6,2,Germany,absinthe,perennial
20,60,80,70,70,Loamy,6,4,India,onion,perennial
25,70,100,80,80,Sandy,6,2,China,onion,perennial
15,50,60,60,60,Loamy,6,4,Netherlands,onion,perennial
18,65,70,75,75,Sandy,6,2,United States,onion,perennial
22,75,90,85,85,Loamy,6,4,Mexico,onion,perennial
15,60,70,50,60,Sandy,6,2,Germany/Berlin,horseradish,perennial
